Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB461,H-MPP;H-T,0,0,0,,,,,,,,DIC,1
HB501,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB506,H-T,0,0,0,,,,,,,,DIC,1
HB507,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB546,H-F,0,0,0,,,,,,,,DIC,1
HB569,H-T,0,0,0,,,,,,,,DIC,1
HB594,H-T;H-MPP,0,0,0,,,,,,,,DIC,1
HB613,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB622,H-CJ,1,0,1,S-CJ,1,0,1,,,,DIH,0
HB631,H-T,0,0,0,,,,,,,,DIC,1
HB692,H-T,0,0,0,,,,,,,,DIC,1
HB695,H-T,0,0,0,,,,,,,,DIC,1
HB712,H-T,0,0,0,,,,,,,,DIC,1
HB713,H-PE,0,0,0,,,,,,,,DIC,1
HB715,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB716,H-T,0,0,0,,,,,,,,DIC,1
HB717,H-T,0,0,0,,,,,,,,DIC,1
HB718,H-T,0,0,0,,,,,,,,DIC,1
HB719,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB722,H-T,0,0,0,,,,,,,,DIC,1
HB727,H-T,1,0,1,S-T,1,1,1,1,0,1,PIL,0
HB728,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB729,H-T,0,0,0,,,,,,,,DIC,1
HB732,H-T,0,0,0,,,,,,,,DIC,1
HB748,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB796,H-T,0,0,0,,,,,,,,DIC,1
HB826,H-T,0,0,0,,,,,,,,DIC,1
HB841,H-T,0,0,0,,,,,,,,DIC,1
HB845,H-CJ,0,0,0,,,,,,,,DiC,1
HB853,H-MPP,0,0,0,,,,,,,,DiC,0
HB885,H-T,0,0,0,,,,,,,,DIC,1
HB911,H-CL,0,0,0,,,,,,,,DIC,1
HB915,H-T,0,0,0,,,,,,,,DIC,1
HB916,H-T,0,0,0,,,,,,,,DIC,1
HB938,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB939,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB946,H-T,0,0,0,,,,,,,,DIC,1
HB947,H-T,0,0,0,,,,,,,,DIC,1
HB987,H-T,0,0,0,,,,,,,,DIC,1
HB1010,H-T,0,0,0,,,,,,,,DIC,1
HB1032,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB1038,H-MPP,0,0,0,,,,,,,,DIC,1
HB1041,H-CJ,0,0,0,,,,,,,,DIC,1
HB1043,H-CJ,0,0,0,,,,,,,,DIC,1
HB1060,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,1
HB1067,H-A,0,0,0,,,,,,,,DIC,1
HB1069,H-T;H-A,1,1,1,S-T;S-F,1,1,1,1,1,1,PIL,0
HB1070,H-T;H-A,1,1,1,S-T,0,0,,,,,,0
HB1082,H-T,0,0,0,,,,,,,,DIC,1
HB1111,H-T,1,1,1,S-T;S-F,1,1,0,1,0,1,PIL,0
HB1157,H-CJ,0,0,0,,,,,,,,DIC,0
HB1173,H-T,0,0,0,,,,,,,,DIC,1
HB1182,H-CCT,1,0,1,S-LG,1,1,0,1,0,1,PIL,0
HB1185,H-CJ,0,0,0,,,,,,,,DIC,1
HB1229,H-T,1,0,1,S-T;S-CJ,1,1,0,1,0,1,PIL,0
HB1232,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB1236,H-T,0,0,0,,,,,,,,DIC,1
HB1243,H-PE,0,0,0,,,,,,,,DIC,1
HB1244,H-PE,0,0,0,,,,,,,,DIC,1
HB1256,H-CJ,0,0,0,,,,,,,,DIC,1
HB1269,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB1271,H-T,0,0,0,,,,,,,,DIC,1
HB1287,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB1296,H-T,0,0,0,,,,,,,,DIC,1
HB1316,H-T,0,0,0,,,,,,,,DIC,1
HB1335,H-T,0,0,0,,,,,,,,DIC,1
HB1348,H-MPP,1,0,1,S-T;S-CJ,1,1,0,1,0,1,PIL,0
HB1372,H-T,0,0,0,,,,,,,,DIC,1
HB1374,H-T,0,0,0,,,,,,,,DIC,1
HJ52,H-R,0,0,0,,,,,,,,DIC,1
HJ55,H-R,0,0,0,,,,,,,,DIC,0
HJ58,H-R,0,0,0,,,,,,,,DIC,1
HJ69,H-R,1,0,1,S-R,1,1,1,0,0,1,PIL,0
HJ73,H-R,0,0,0,,,,,,,,DIC,0
HJ77,H-R,0,0,0,,,,,,,,DIC,0
HJ100,H-R,0,0,0,,,,,,,,DIC,1
HJ110,H-R,0,0,0,,,,,,,,DIC,0
HJ115,H-R,0,0,0,,,,,,,,DIC,0
HJ116,H-R,0,0,0,,,,,,,,DIC,0
HJ137,H-R,0,0,0,,,,,,,,DIC,0
HJ159,H-R,0,0,0,,,,,,,,DIC,1
SB16,S-T,0,1,0,,,,,,,,,0
SB25,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB74,S-T,0,1,0,,,,,,,,,0
SB91,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB117,S-T,1,0,1,H-T;H-CJ,1,1,0,1,0,1,PIL,0
SB120,S-T;S-CJ,1,1,1,H-CJ,1,1,1,1,0,1,PIL,0
SB125,S-CJ,1,0,1,H-CJ,1,1,1,1,0,1,PIL,0
SB153,S-LG,1,0,1,H-CCT,0,0,,,,,DIC,0
SB163,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB193,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PIL,0
SB195,S-T,0,0,0,,,,,,,,DIC,0
SB234,S-T,0,0,0,,,,,,,,DIC,0
SB255,S-R,0,0,0,,,,,,,,DIC,0
SB256,S-CJ,0,0,0,,,,,,,,DIC,0
SB257,S-T,0,1,0,,,,,,,,,0
SB261,S-CJ,0,0,0,,,,,,,,DIC,0
SB266,S-LG,1,0,1,H-CCT,1,1,0,1,0,1,PiL,0
SB286,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB295,S-T,0,1,0,,,,,,,,DIC,0
SB299,S-T,1,0,1,H-T,1,1,1,1,0,1,PIL,0
SB327,S-CJ,1,1,1,H-CJ,0,0,,,,,DIC,1
SB379,S-T,0,0,0,,,,,,,,DIC,0
SB390,S-T,0,0,0,,,,,,,,DIC,0
SB391,S-CJ,1,0,1,H-CJ,0,0,,,,,DIC,1
SB405,S-T,0,1,0,,,,,,,,,0
SB431,S-T,0,1,0,,,,,,,,DIC,0
SB464,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,0
SB476,S-R;S-T;S-F,1,1,1,H-A,1,1,0,1,0,1,PIL,0
SB516,S-T,0,1,0,,,,,,,,,0
SB522,S-T,0,0,0,,,,,,,,DIC,0
SB555,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB591,S-T,0,0,0,,,,,,,,DIC,0
SB605,S-T;S-CJ,0,0,0,,,,,,,,DIC,0
SB613,S-T;S-CJ,0,1,0,,,,,,,,,0
SB630,S-T,0,0,0,,,,,,,,DIC,0
SB658,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB663,S-T,0,0,0,,,,,,,,DIC,0
SB669,S-T,1,0,1,H-T,0,0,,,,,DIC,0
SB682,S-T,0,0,0,,,,,,,,DIC,0
SB697,S-T,0,0,0,,,,,,,,DIC,0
SB710,S-R;S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB719,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB730,S-CJ;S-F,0,0,0,,,,,,,,DIC,0
SB765,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB768,S-T,1,0,1,H-T;H-CJ,0,0,,,,,DIC,1
SB778,S-T,0,0,0,,,,,,,,DIC,0
SJ84,S-R,0,0,0,,,,,,,,DiC,1
SJ94,S-R,0,0,0,,,,,,,,DiC,0
