Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB1931,H-CJ,1,0,1,S-CJ,1,1,1,1,0,1,PIL,0
HB1960,H-T,1,0,1,S-T,1,1,1,1,0,1,PIL,0
HB2005,H-T,0,0,0,,,,,,,,DIC,0
HB2016,H-T,1,0,1,S-T,1,1,1,1,1,1,PIL,0
HB2020,H-T,1,0,1,S-T,0,0,1,0,,,DIC,0
HB2021,H-T,0,0,0,,,,,,,,DIC,0
HB2022,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB2023,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB2051,H-CJ,1,0,1,S-CJ,1,1,1,1,0,1,PIL,0
HB2136,H-T,1,0,1,S-PE;S-T,1,1,1,1,0,1,PIL,0
HB2137,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB2138,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB2139,H-T,1,0,1,S-T,1,1,1,1,0,1,PIL,1
HB2201,H-T,1,0,1,S-T,1,1,0,1,1,1,PIL,0
HB2231,H-CJ,1,0,1,S-CJ,1,1,0,1,0,1,PIL,0
HB2235,H-T,0,0,0,,,,,,,,DIC,0
HB2238,H-CJ,1,0,1,S-CJ;S-F,0,0,,,,,DIC,0
HB2239,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB2290,H-E,1,0,1,S-EH,1,1,0,1,0,1,PIL,0
HB2327,H-CJ,1,0,1,S-CJ,1,1,0,1,0,1,PIL,0
HB2373,H-T,0,0,0,,,,,,,,DIC,1
HB2403,H-T,0,0,0,,,,,,,,DIC,0
HB2435,H-CJ,0,1,0,,,,,,,,,1
HB2448,H-A,0,0,0,,,,,,,,DIC,1
HB2453,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB2467,H-CJ,1,0,1,S-T;S-CJ,1,1,1,1,0,1,PIL,0
HB2476,H-CJ,0,0,0,,,,,,,,DIC,1
HJ617,H-T,1,0,1,S-R,1,1,0,0,0,1,PiL,1
HJ689,H-R,0,0,0,,,,,,,,DIC,1
SB784,S-CJ,0,0,0,,,,,,,,DIC,0
SB806,S-F,1,0,1,H-T;H-A,1,1,1,1,0,1,PIL,0
SB817,S-CJ,1,0,1,H-CJ,1,1,1,1,0,1,PIL,0
SB860,S-T,0,0,0,,,,,,,,DIC,0
SB862,S-CJ,1,0,1,H-CJ,0,0,,,,,DIC,1
SB887,S-T,0,0,0,,,,,,,,DiC,0
SB921,S-T,0,0,0,,,,,,,,DiC,0
SB954,S-T,0,0,0,,,,,,,,DiC,0
SB1004,S-CJ;S-T,0,1,0,,,,,,,,,
SB1021,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB1024,S-EH,1,0,1,H-HWI;H-CJ,1,1,1,1,0,1,PIL,0
SB1041,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB1070,S-T,0,0,0,,,,,,,,DIC,0
SB1085,S-T,1,0,1,H-T,1,1,1,1,0,1,PIL,0
SB1091,S-CJ,1,0,1,H-CJ,1,1,1,1,0,1,PIL,0
SB1169,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB1170,S-T,0,0,0,,,,,,,,DIC,0
SB1172,S-CJ,1,0,1,H-CJ,1,1,0,1,0,1,PIL,0
SB1184,S-T,0,0,0,,,,,,,,DIC,0
SB1188,S-CJ,1,0,1,H-CJ,0,0,,,,,DIC,1
SB1209,S-CL,0,0,0,,,,,,,,DIC,0
SB1229,S-T,1,0,1,H-T,1,1,1,1,0,1,PIL,0
SB1251,S-PE,1,0,1,H-T,1,1,1,1,0,1,PIL,0
SB1276,S-CJ,1,0,1,H-CJ,1,1,0,1,0,1,PIL,0
SB1279,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB1280,S-CJ,1,0,1,H-CJ,0,0,,,,,DIC,1
SB1331,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB1338,S-T,1,0,1,H-T,0,0,,,,,DIC,0
SB1339,S-T,1,0,1,H-T;H-CJ,0,0,,,,,DIC,1
SB1345,S-T,0,0,0,,,,,,,,DIC,0
SB1384,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB1396,S-T,0,0,0,,,,,,,,DIC,0
SB1406,S-T;S-CJ,0,0,0,,,,,,,,DIC,0
SB1409,S-T,1,0,1,H-T,0,0,,,,,DIC,0
SB1417,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB1498,S-CJ,1,0,1,H-CJ,1,1,0,1,0,1,PIL,0
SB1510,S-T,0,0,0,,,,,,,,DIC,0
SB1514,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB1522,S-T,0,0,0,,,,,,,,DIC,0
SB1536,S-T,0,0,0,,,,,,,,DIC,0
SB1564,S-CJ,1,0,1,H-CJ,1,1,0,1,0,1,PIL,0
SJ291,S-T,0,0,0,,,,,,,,DIC,1
