Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB2462,H-E,0,0,0,,,,,,,,DiC,0
HB2508,H-E;H-A,0,0,0,,,,,,,,DiC,0
HB2570,H-E,1,0,1,S-EH,0,0,,,,,DiC,0
HB2574,H-E,1,0,1,S-EH,0,0,,,,,DiC,0
HB2593,H-E;H-A,0,0,0,,,,,,,,DiC,0
HB2599,H-E;H-A,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB2619,H-CJ,0,0,0,,,,,,,,DiC,0
HB2623,H-E,1,0,1,S-EH,0,0,,,,,DiC,0
HB2646,H-E;H-A,0,0,0,,,,,,,,DiC,0
HB2662,H-E,1,0,1,S-EH;S-F,1,1,1,1,0,1,PiL,0
HB2668,H-A,0,0,0,,,,,,,,DiC,0
HB2721,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB2734,H-CJ,0,0,0,,,,,,,,DiC,0
HJ675,H-R,0,0,0,,,,,,,,DiC,0
HJ693,H-R,0,0,0,,,,,,,,DiC,0
SB1056,S-EH,0,1,0,,,,,,,,,0
SB1095,S-EH;S-F,1,0,1,H-E;H-A,0,0,,,,,DiC,0
SB1107,S-CJ,1,0,1,H-CJ,0,0,,,,,DiC,0
SB1134,S-EH,0,1,0,,,,,,,,,0
SB1138,S-EH,0,0,0,,,,,,,,DiC,0
SB1141,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB1147,S-EH,0,1,0,,,,,,,,,0
SB1159,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB1207,S-CJ,1,0,1,H-MPP,1,0,,,,,DiH,0
SB1213,S-EH;S-F,1,0,1,H-GL;H-A,1,1,0,1,0,1,PiL,0
SB1215,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB1218,S-EH;S-F,1,1,1,H-E,0,0,,,,,DiC,0
SB1258,S-EH;S-F,1,0,1,H-E;H-A,0,0,,,,,DiC,0
SB1264,S-R;S-F,0,1,0,,,,,,,,,0
SB1278,S-EH,1,0,1,H-E;H-A,0,0,,,,,DiC,0
SB1279,S-CJ,0,0,0,,,,,,,,DiC,0
SB1285,S-CJ,0,0,0,,,,,,,,DiC,0
SB1295,S-EH,1,0,1,H-E,1,1,1,1,0,1,PiL,0
SB1313,S-EH,0,0,0,,,,,,,,DiC,0
SB1381,S-CJ,1,0,1,H-CJ,1,1,1,1,0,1,PiL,0
SB1440,S-EH,1,0,1,H-E;H-A,0,0,,,,,DiC,0
SB1472,S-EH,0,0,0,,,,,,,,DiC,0
SB1502,S-EH,1,0,1,H-E;H-A,0,0,,,,,DiC,0
SB1525,S-EH,0,1,0,,,,,,,,,0
SB1545,S-EH,1,0,1,H-CJ,0,0,,,,,DiC,0
SB1551,S-EH,0,1,0,,,,,,,,,0
SB1561,S-R,1,0,1,H-E,0,0,,,,,DiC,0
SB1576,S-EH;S-F,1,1,1,H-A,0,0,,,,,DiC,0
SB1585,S-EH,0,1,0,,,,,,,,,0
SB1590,S-EH;S-F,1,0,1,H-E;H-A,0,0,,,,,DiC,0
SB1591,S-EH,1,0,1,H-E;H-A,1,1,0,1,0,1,PiL,0
SB1595,S-EH,1,0,1,H-E,0,0,,,,,DiC,0
SB1608,S-EH;S-F,1,0,1,H-A,0,0,,,,,DiC,0
SB1622,S-RSS,1,0,1,H-HWI;H-A,0,0,,,,,DiC,0
SB1629,S-EH,1,0,1,H-E;H-A,0,0,,,,,DiC,0
SB1632,S-EH,1,0,1,H-CJ,1,1,1,1,0,1,PiL,0
SB1646,S-EH,0,0,0,,,,,,,,DiC,0
SB1647,S-EH,0,0,0,,,,,,,,DiC,0
SB1713,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB1718,S-EH,1,0,1,H-E;H-A,1,1,1,1,0,1,PiL,0
SB1741,S-EH,0,0,0,,,,,,,,DiC,0
SB1753,S-EH,0,0,0,,,,,,,,DiC,0
SB1755,S-GLT,1,0,1,H-GL,1,1,0,1,0,1,PiL,0
