Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB1541,,,,,,,,,,,,PIL,0
HB1560,,,,,,,,,,,,PIL,0
HB1571,,,,,,,,,,,,DIC,0
HB1577,,,,,,,,,,,,PIL,0
HB1586,,,,,,,,,,,,PIL,0
HB1588,,,,,,,,,,,,DiS,0
HB1602,,,,,,,,,,,,PIL,0
HB1603,,,,,,,,,,,,DIC,1
HB1611,,,,,,,,,,,,PIL,0
HB1629,,,,,,,,,,,,DIC,0
HB1635,,,,,,,,,,,,PIL,0
HB1644,,,,,,,,,,,,DiS,0
HB1672,,,,,,,,,,,,DIC,0
HB1696,,,,,,,,,,,,DIC,1
HB1700,,,,,,,,,,,,DIC,1
HB1702,,,,,,,,,,,,DIC,0
HB1705,,,,,,,,,,,,PIL,0
HB1710,,,,,,,,,,,,DIC,0
HB1714,,,,,,,,,,,,DIC,0
HB1721,,,,,,,,,,,,DIC,0
HB1724,,,,,,,,,,,,DIC,0
HB1726,,,,,,,,,,,,PIL,0
HB1728,,,,,,,,,,,,DIC,0
HB1729,,,,,,,,,,,,DIC,0
HJ37,,,,,,,,,,,,DIC,0
HJ55,,,,,,,,,,,,DIC,0
HJ57,,,,,,,,,,,,DIC,0
HJ58,,,,,,,,,,,,DIC,0
HJ69,,,,,,,,,,,,DIC,0
HJ73,,,,,,,,,,,,DIC,0
HJ101,,,,,,,,,,,,DIC,0
HJ107,,,,,,,,,,,,DIC,0
HJ128,,,,,,,,,,,,DIC,0
HJ131,,,,,,,,,,,,DIC,0
HJ200,,,,,,,,,,,,PIL,0
SB1,,,,,,,,,,,,PIL,0
SB10,,,1,,,,,,,,,I,
SB27,,,,,,,,,,,,DIC,0
SB34,,,,,,,,,,,,PIL,0
SB63,,,,,,,,,,,,PIL,0
SB87,,,,,,,,,,,,PIL,0
SB101,,,,,,,,,,,,PIL,0
SB123,,,1,,,,,,,,,I,
SB125,,,,,,,,,,,,PIL,0
SB136,,,1,,,,,,,,,I,
SB148,,,,,,,,,,,,DIH,1
SB154,,,1,,,,,,,,,I,
SB160,,,,,,,,,,,,PIL,0
SB225,,,,,,,,,,,,PIL,0
SB228,,,,,,,,,,,,DIC,0
SB230,,,,,,,,,,,,PIL,0
SB246,,,,,,,,,,,,PIL,0
SB276,,,1,,,,,,,,,I,
SB282,,,,,,,,,,,,PIL,0
SB289,,,,,,,,,,,,PIL,0
SB290,,,,,,,,,,,,PIL,0
SB347,,,,,,,,,,,,DIC,0
SB356,,,,,,,,,,,,PIL,0
SB370,,,1,,,,,,,,,I,
SB405,,,,,,,,,,,,DIC,0
SB417,,,,,,,,,,,,PIL,0
SB437,,,,,,,,,,,,PIL,0
SB439,,,,,,,,,,,,PIL,0
SB452,,,,,,,,,,,,DIC,0
SB468,,,,,,,,,,,,DIC,0
SB473,,,,,,,,,,,,DiS,0
SB512,,,1,,,,,,,,,I,
SB514,,,1,,,,,,,,,I,
SB520,,,1,,,,,,,,,I,
SB524,,,,,,,,,,,,PIL,0
SB525,,,,,,,,,,,,PIL,0
SB527,,,,,,,,,,,,PIL,0
SB556,,,,,,,,,,,,PIL,0
SB557,,,,,,,,,,,,PIL,0
SB558,,,,,,,,,,,,DIC,0
SB562,,,,,,,,,,,,PIL,0
SB592,,,,,,,,,,,,DIC,0
SB623,,,1,,,,,,,,,I,
SB630,,,,,,,,,,,,PIL,0
SB638,,,,,,,,,,,,PIL,0
SB643,,,1,,,,,,,,,I,
SB644,,,,,,,,,,,,DIC,0
SB659,,,,,,,,,,,,PIL,0
SB664,,,,,,,,,,,,DIC,0
SB687,,,,,,,,,,,,DIC,0
SB692,,,,,,,,,,,,PIL,0
SB711,,,,,,,,,,,,PIL,0
SB726,,,,,,,,,,,,PIL,0
SB735,,,,,,,,,,,,PIL,0
SB749,,,1,,,,,,,,,I,
SB750,,,1,,,,,,,,,I,
SB755,,,,,,,,,,,,DIC,0
SB759,,,,,,,,,,,,DIC,0
SB761,,,,,,,,,,,,PIL,0
SB798,,,,,,,,,,,,PIL,0
SB813,,,,,,,,,,,,DIC,0
SB814,,,1,,,,,,,,,I,
SB848,,,,,,,,,,,,PIL,0
SB865,,,,,,,,,,,,PIL,0
SB887,,,,,,,,,,,,DIC,0
SB890,,,,,,,,,,,,PIL,0
SB896,,,,,,,,,,,,PIL,0
SB899,,,,,,,,,,,,DIC,0
SB907,,,,,,,,,,,,DiS,0
SB911,,,,,,,,,,,,DIC,0
SB916,,,,,,,,,,,,DIC,0
SB932,,,,,,,,,,,,DIC,0
SB944,,,1,,,,,,,,,I,
SB972,,,,,,,,,,,,DIC,0
SB984,,,1,,,,,,,,,I,
SB990,,,,,,,,,,,,PIL,0
SB995,,,,,,,,,,,,PIL,0
SB1010,,,,,,,,,,,,PIL,0
SB1011,,,,,,,,,,,,DIC,1
SB1016,,,,,,,,,,,,DIC,0
SB1021,,,,,,,,,,,,DIC,0
SB1035,,,,,,,,,,,,PIL,0
SB1038,,,,,,,,,,,,PIL,0
SB1056,,,,,,,,,,,,DIC,0
SJ50,,,,,,,,,,,,PIL,0
SB328,,,,,,,,,,,,PIL,0
HB351,,,,,,,,,,,,PIL,0
SB324,,,,,,,,,,,,PIL,0
HJ381,,,,,,,,,,,,PIL,0
HJ96,,,,,,,,,,,,PIL,0
HB1293,,,,,,,,,,,,DIC,1
HB578,,,,,,,,,,,,PIL,0
HB1268,,,,,,,,,,,,PIL,0
HB1666,,,,,,,,,,,,PIL,0
HJ103,,,,,,,,,,,,PIL,0
HJ112,,,,,,,,,,,,DIC,0
SB446,,,,,,,,,,,,DIC,0
SB820,,,1,,,,,,,,,I,
SJ33,,,1,,,,,,,,,I,
SJ58,,,,,,,,,,,,DIC,0
SB513,,,,,,,,,,,,PIL,0
HB1032,,,,,,,,,,,,PIL,0
SB1005,,,,,,,,,,,,PIL,0
HB1361,,,,,,,,,,,,PIL,0
SB611,,,,,,,,,,,,PIL,0
