Bill,Session,SC Position,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,File Date,Final Date,Sponsor 1,Sponsor 2,Sponsor 3,Sponsor 4,Sponsor 5,Sponsor 6,Sponsor 7,Sponsor 8,Sponsor 9,Sponsor 10,Sponsor 11,Sponsor 12,Sponsor 13,Sponsor 14,Sponsor 15,Sponsor 16,Sponsor 17,Sponsor 18,Sponsor 19,Sponsor 20,Sponsor 21,Sponsor 22,Sponsor 23,Sponsor 24,Sponsor 25,Sponsor 26,Sponsor 27,Sponsor 28,Sponsor 29,Sponsor 30,Sponsor 31,Sponsor 32,Sponsor 33,Sponsor 34,Sponsor 35,Sponsor 36,Sponsor 37,Sponsor 38,Sponsor 39,Sponsor 40,Sponsor 41,Sponsor 42,Sponsor 43,Sponsor 44,Sponsor 45,Sponsor 46,Sponsor 47,Sponsor 48,Sponsor 49,Sponsor 50,Sponsor 51,Sponsor 52,Sponsor 53,Sponsor 54,Sponsor 55
HB1705,2015,1,H-F,1,0,1,S-F,1,1,0,1,0,1,PiL,20150112,20150317,Will Morefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1709,2015,0,H-A,0,0,,,,,,,,0,DiC,20150112,20150210,Glenn Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1725,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150112,20150210,David Bulova,Vivian Watts,Ron Villanueva,Monty Mason,Kathleen Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1728,2015,1,H-F,0,0,,,,,,,,0,DiC,20150112,20150210,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1729,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150112,20150205,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1730,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150112,20150210,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1731,2015,1,H-GL,0,0,,,,,,,,0,DiC,20150112,20150203,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1778,2015,1,H-F,0,0,,,,,,,,0,DiC,20150113,20150210,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1817,2015,1,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20150113,20150316,Chris Stolle,Mark Keam,Monty Mason,"Rob Bloxom, Jr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1843,2015,1,H-F,1,0,1,S-F,1,1,1,1,0,1,PiL,20150113,20150323,Mark Keam,Matthew James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1846,2015,1,H-ACNR,0,0,,,,,,,,0,DiC,20150113,20150204,Danny Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1911,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150113,20150210,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1912,2015,0,H-CL,0,0,,,,,,,,0,DiC,20150113,20150210,Ron Villanueva,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1913,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150113,20150210,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1925,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150113,20150210,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1950,2015,1,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20150113,20150323,Jennifer McClellan,Alfonso Lopez,Monty Mason,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2058,2015,0,H-ACNR,1,0,1,S-ACNR,1,1,1,1,0,1,PiL,20150114,20150323,Terry Kilgore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2073,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150114,20150210,Danny Marshall,David Toscano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2075,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150114,20150205,David Toscano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2155,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150114,20150210,Mark Sickles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2205,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150115,20150210,"Lionell Spruill, Sr",Ron Villanueva,Alfonso Lopez,Rob Krupicka,Daun Hester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2219,2015,1,H-CL,0,0,,,,,,,,0,DiC,20150115,20150210,Joseph Yost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2237,2015,1,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20150119,20150307,David Yancey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2244,2015,0,H-CL,1,0,1,S-CL,0,,,,,0,DiC,20150119,20150223,Matthew James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2267,2015,1,H-CL; H-A,1,0,1,S-CL,1,1,1,1,0,1,PiL,20150120,20150323,David Bulova,Tim Hugo,Ron Villanueva,David Ramadan,Joseph Yost,Sam Rasoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2274,2015,0,H-CL,1,0,1,S-CL,0,,,,,0,DiC,20150120,20150223,Terry Kilgore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2282,2015,1,H-F,0,0,,,,,,,,0,DiC,20150121,20150210,Israel O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2291,2015,0,H-CL,1,0,0,,,,,,,0,DiH,20150121,20150227,Ed Scott,Tag Greason,Israel O'Quinn,Todd Pillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2334,2015,0,H-CL,0,0,,,,,,,,0,DiC,20150123,20150210,Bob Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2352,2015,0,H-CL,0,0,,,,,,,,0,DiC,20150123,20150205,Danny Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB461,2015,0,H-ACNR; H-A,1,0,1,S-ACNR,0,0,,,,0,DiC,20140106,20141204,Terry Kilgore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB881,2015,1,H-CL,0,0,,,,,,,,0,DiC,20140108,20141204,Joseph Yost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB910,2015,1,H-F,0,0,,,,,,,,0,DiC,20140108,20141204,Ron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ506,2015,1,H-R,1,0,1,S-R,1,1,1,0,0,0,DiH,20141125,20150227,Chris Peace,Lee Ware,Keith Hodges,Margaret Ransone,Marcus Simon,Buddy Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ608,2015,-1,H-R,1,0,1,S-R,0,0,,0,0,0,DiC,20150113,20150224,Terry Kilgore,Rick Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1037,2015,0,S-F,1,0,1,H-F,1,1,1,1,0,1,PiL,20150113,20150317,Adam Ebbin,Emmett Hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1079,2015,0,S-ACNR,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,20150113,20150317,Mamie Locke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1099,2015,1,S-CL,1,0,1,H-CL,1,1,1,1,0,1,PiL,20150113,20150310,Adam Ebbin,Richard Stuart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1160,2015,1,S-CL,0,0,,,,,,,,0,DiC,20150113,20150211,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1163,2015,-1,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20150113,20150226,Dick Saslaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1169,2015,0,S-CL,0,0,,,,,,,,0,DiC,20150113,20150209,Emmett Hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1202,2015,0,S-ACNR,0,0,,,,,,,,0,DiC,20150113,20150205,Frank Wagner,Jeff McWaters,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1246,2015,0,S-T,0,0,,,,,,,,0,DiC,20150114,20150128,Creigh Deeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1266,2015,0,S-ACNR,0,0,,,,,,,,0,DiC,20150114,20150205,Creigh Deeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1308,2015,1,S-F,1,0,1,H-F,1,1,1,1,0,1,PiL,20150114,20150319,Frank Ruff,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1323,2015,1,S-R,0,0,,,,,,,,0,DiC,20150114,20150127,Lynwood Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1331,2015,1,S-CL,1,0,1,H-CL,1,1,1,1,0,1,PiL,20150115,20150327,Chap Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1334,2015,0,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20150116,20150226,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1338,2015,0,S-CL,0,0,,,,,,,,0,DiC,20150119,20150211,Creigh Deeds,Emmett Hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1343,2015,-1,S-R,0,0,,,,,,,,0,DiC,20150119,20150127,Frank Wagner,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1349,2015,0,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20150119,20150224,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1365,2015,1,S-ACNR,1,0,1,H-ACNR,1,1,1,0,0,0,DiS,20150120,20150227,John Watkins,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1395,2015,1,S-CL,1,0,1,H-CL,1,1,1,1,0,1,PiL,20150122,20150323,Rosalyn Dance,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1396,2015,0,S-LG,0,0,,,,,,,,0,DiC,20150122,20150127,Bill Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1413,2015,1,S-ACNR,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,20150123,20150310,Rosalyn Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1428,2015,1,S-ACNR,0,0,,,,,,,,0,DiC,20150123,20150129,Donald McEachin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1442,2015,-1,S-ACNR,0,0,,,,,,,,0,DiC,20150123,20150129,Frank Wagner,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1449,2015,0,S-GLT; S-F,1,0,1,H-A,0,0,,,,0,DiC,20150123,20150224,Dick Saslaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1462,2015,-1,S-CL,0,0,,,,,,,,0,DiC,20150130,20150209,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB350 ,2015,1,S-CL,0,0,,,,,,,,0,DiC,20140107,20141204,Adam Ebbin,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB505,2015,-1,S-T; S-F,0,0,,,,,,,,0,DiC,20140108,20141204,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB740,2015,0,S-R; S-ACNR,0,0,,,,,,,,0,DiC,20141216,20150205,Bill Carrico,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB764,2015,1,S-CL,0,1,,,,,,,,0,Inc[SB1395-Dance],20141223,20150202,Adam Ebbin,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB778,2015,0,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,20141229,20150226,Steve Newman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB801,2015,1,S-LG,1,0,1,H-CCT,1,1,1,1,0,1,PiL,20150102,20150323,John Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB833,2015,1,S-CL,0,0,,,,,,,,0,DiC,20150105,20150126,Adam Ebbin,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ271,2015,0,S-R,1,0,1,H-R,1,1,1,0,0,0,DiS,20150113,20150227,Tommy Norment,Tom Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ273,2015,0,S-R; S-F,1,0,1,H-A; H-R,1,1,1,0,0,1,JRP,20150113,20150225,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ291,2015,1,S-R; S-F,1,0,0,,,,,,,0,DiS,20150116,20150209,Lynwood Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ294,2015,-1,S-R,0,0,,,,,,,,0,DiC,20150119,20150211,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ308,2015,-1,S-R,0,0,,,,,,,,0,DiC,20150123,20150211,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2,2016,1,H-CL,1,0,1,S-ACNR; S-F,1,1,0,1,1,0,V,20151116,20160420,Israel O'Quinn,Les Adams,Terry Austin,Rob Bell,Kathy Byron,Jeff Campbell,Ben Cline,Mark Cole,Kirk Cox,Glenn Davis,Buddy Fowler,Nick Freitas,Scott Garrett,Todd Gilbert,Greg Habeeb,Christopher Head,Gordon Helsel,Tim Hugo,Terry Kilgore,Dave LaRock,Jimmie Massie,Jackson Miller,Rick Morris,John O'Bannon,Bobby Orrock,Todd Pillion,Brenda Pogge,Charles Poindexter,Roxann Robinson,Nick Rush,Scott Taylor,Lee Ware,Tommy Wright,,,,,,,,,,,,,,,,,,,,,,
HB23,2016,0,H-F,1,0,1,S-F,1,1,0,1,0,1,PiL,20151116,20160226,Peter Farrell,Paul Krizek,Delores McQuinn,Roslyn Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB80,2016,0,H-F,1,0,1,S-F,1,1,0,1,0,1,PiL,20151208,20160226,Kathy Byron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB120,2016,0,H-F,0,0,,,,,,,,0,DiC,20151216,20160217,Bob Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB121,2016,0,H-F,0,0,,,,,,,,0,DiC,20151216,20160217,Bob Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB283,2016,0,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20160101,20160307,Randy Minchew,John Bell,Monty Mason,Rich Anderson,Chris Collins,Tag Greason,Tim Hugo,Kathleen Murphy,Michael Webert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB351,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160105,20160216,Ron Villanueva,Gordon Helsel,Monty Mason,Kathleen Murphy,Marcus Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB352,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160105,20160211,Lee Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB444,2016,1,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20160107,20160307,Manoli Loupassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB445,2016,0,H-F,0,0,,,,,,,,0,DiC,20160107,20160217,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB448,2016,1,H-ACNR,1,0,1,S-ACNR,1,1,1,1,0,1,PiL,20160107,20160311,Kirk Cox,Riley Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB452,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160108,20160211,Patrick Hope,Rip Sullivan,Paul Krizek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB480,2016,1,H-F,0,0,,,,,,,,0,DiC,20160108,20160217,Rip Sullivan,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB493,2016,1,H-A,0,0,,,,,,,,0,DiC,20160108,20160218,Rip Sullivan,Ken Plum,Marcus Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB533,2016,0,H-CL,0,0,,,,,,,,0,DiC,20160109,20160216,John Bell,Kathleen Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB575,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160111,20160211,Rip Sullivan,Marcus Simon,Vivian Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB576,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160111,20160211,Rip Sullivan,Kathleen Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB618,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160111,20160211,Paul Krizek,Ken Plum,Vivian Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB638,2016,1,H-E,0,0,,,,,,,,0,DiC,20160111,20160216,John Bell,Kaye Kory,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB647,2016,0,H-CCT,1,0,1,S-LG,1,1,0,1,0,1,PiL,20160111,20160311,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB762,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160112,20160216,Nick Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB883,2016,0,H-CCT,1,0,1,S-LG,1,1,1,1,0,1,PiL,20160112,20160401,Greg Habeeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB908,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160112,20160211,Randy Minchew,Ron Villanueva,John Bell,Jennifer Boysko,Betsy Carr,Monty Mason,Kathleen Murphy,Chris Peace,Rip Sullivan,Michael Webert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB941,2016,1,H-CCT,0,0,,,,,,,,0,DiC,20160112,20160216,David Toscano,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB973,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160112,20160211,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB976,2016,1,H-ACNR,0,0,,,,,,,,0,DiC,20160112,20160216,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1050,2016,1,H-F,0,0,,,,,,,,0,DiC,20160113,20160208,Sam Rasoul,James Edmunds,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1053,2016,-1,H-CL,1,0,1,S-CL,1,1,1,1,0,1,PiL,20160113,20160329,Terry Kilgore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1118,2016,-1,H-CL,0,0,,,,,,,,0,DiC,20160113,20160216,Joseph Yost,Dickie Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1137,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160113,20160216,David Toscano,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1152,2016,1,H-F,1,0,1,S-F,1,1,0,1,0,1,PiL,20160113,20160311,Will Morefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1174,2016,1,H-CL,1,0,1,S-CL,0,,,,,0,DiC,20160114,20160229,Rip Sullivan,Kathleen Murphy,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1220,2016,0,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20160118,20160212,David Yancey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1250,2016,1,H-ACNR,1,0,1,S-ACNR,1,1,0,1,1,1,PiL,20160119,20160420,Tony Wilt,David Bulova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1261,2016,0,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20160120,20160307,Greg Habeeb,Dickie Bell,Terry Kilgore,Steve Landes,Charles Poindexter,Joseph Yost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1285,2016,-1,H-CL,0,0,,,,,,,,0,DiC,20160120,20160211,Randy Minchew,Betsy Carr,Kaye Kory,Kathleen Murphy,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1286,2016,1,H-CL,0,0,,,,,,,,0,DiC,20160120,20160211,Randy Minchew,Rip Sullivan,Ron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1305,2016,1,H-F,1,0,1,S-F,1,1,1,1,0,1,PiL,20160121,20160311,Jackson Miller,Kathy Byron,Tim Hugo,Mark Keam,David Yancey,Joseph Yost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1340,2016,1,H-ACNR; H-A,0,0,,,,,,,,0,DiC,20160121,20160218,Keith Hodges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1358,2016,0,H-ACNR,0,0,,,,,,,,0,DiC,20160121,20160210,Matt Fariss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1378,2016,-1,H-CL,0,0,,,,,,,,0,DiC,20160122,20160216,Jim LeMunyon,John Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1389,2016,-1,H-GL,0,0,,,,,,,,0,DiC,20160126,20160209,Roxann Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB21,2016,1,S-ACNR; S-F,1,0,1,H-CL,1,1,0,1,1,0,V,20151207,20160303,Ben Chafin,Mark Obenshain,Dick Black,Bill Carrico,John Cosgrove,Dave Suetterlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ47,2016,0,S-PE,0,0,,,,,,,,0,DiC,20160106,20160119,Chap Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB80,2016,1,S-LG,0,0,,,,,,,,0,DiC,20151221,20160119,Jennifer Wexton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB136,2016,0,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20151229,20160301,Barbara Favola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
