Bill,Session,SC Position,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,File Date,Final Date,Sponsor 1,Sponsor 2,Sponsor 3,Sponsor 4,Sponsor 5,Sponsor 6,Sponsor 7,Sponsor 8,Sponsor 9,Sponsor 10,Sponsor 11,Sponsor 12,Sponsor 13,Sponsor 14,Sponsor 15,Sponsor 16,Sponsor 17,Sponsor 18,Sponsor 19,Sponsor 20,Sponsor 21,Sponsor 22,Sponsor 23,Sponsor 24,Sponsor 25,Sponsor 26,Sponsor 27,Sponsor 28,Sponsor 29,Sponsor 30,Sponsor 31,Sponsor 32,Sponsor 33,Sponsor 34,Sponsor 35,Sponsor 36,Sponsor 37,Sponsor 38,Sponsor 39,Sponsor 40,Sponsor 41,Sponsor 42,Sponsor 43,Sponsor 44,Sponsor 45,Sponsor 46,Sponsor 47,Sponsor 48,Sponsor 49,Sponsor 50,Sponsor 51,Sponsor 52,Sponsor 53,Sponsor 54,Sponsor 55
SB1423,2017,0,S-CL,0,0,,,,,,,,0,DiC,20170112,20170203,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ26,2018,1,H-R; H-A,1,0,1,S-R,1,1,0,,,1,JRP,20171229,20180305,Chris Stolle,Kelly Fowler,Glenn Davis,Eileen Filler-Corn,Gordon Helsel,Matthew James,Mark Keam,Barry Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ27,2018,1,H-R,0,0,,,,,,,,0,DiC,20171229,20180213,Chris Stolle,Eileen Filler-Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ32,2018,1,H-R,0,0,,,,,,,,0,DiC,20180103,20180213,Joe Lindsey,Lee Ware,Jay Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ74,2018,1,H-R,0,0,,,,,,,,0,DiC,20180108,20180213,David Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ101,2018,1,H-R; H-A,1,0,0,,,,,,,0,DiH,20180109,20180310,David Toscano,Betsy Carr,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB33,2018,1,H-CL ,0,0,,,,,,,,0,DiC,20171128,20180213,Kaye Kory,David Reid,Danica Roem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB54,2018,1,H-F,0,0,,,,,,,,0,DiC,20171201,20180213,Rip Sullivan,Wendy Gooditis,Chris Hurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB58,2018,1,H-GL; H-A,0,0,,,,,,,,0,DiC,20171204,20180213,John Bell,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB96,2018,1,H-CL,0,0,,,,,,,,0,DiC,20171212,20180213,Sam Rasoul,Danica Roem,Dawn Adams,Jennifer Carroll Foy,Lee Carter,Kelly Fowler,Elizabeth Guzman,Chris Hurst,Kaye Kory,Mark Levine,Alfonso Lopez,Delores McQuinn,Debra Rodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB182,2018,1,H-CL,0,0,,,,,,,,0,DiC,20171224,20180213,Jennifer Carroll Foy,Hala Ayala,Jennifer Boysko,Karrie Delaney,Wendy Gooditis,Elizabeth Guzman,Chris Hurst,Kaye Kory,Joe Lindsey,Alfonso Lopez,Kathleen Murphy,Ken Plum,Sam Rasoul,Danica Roem,Marcus Simon,Cheryl Turpin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB204,2018,1,H-CCT,0,0,,,,,,,,0,DiC,20171228,20180213,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB345,2018,1,H-R; H-A,1,0,1,S-GLT; S-F,1,1,1,1,0,1,PiL,20180104,20180330,Chris Stolle,Kelly Fowler,Glenn Davis,Eileen Filler-Corn,Gordon Helsel,Matthew James,Jay Jones,Mark Keam,Barry Knight,Joe Lindsey,Cia Price,Debra Rodman,Kathy Tran,Cheryl Turpin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB358,2018,1,H-ACNR,1,0,1,S-ACNR; S-F,1,1,0,1,0,1,PiL,20180104,20180323,David Bulova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB377,2018,1,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20180105,20180302,David Bulova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB392,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180105,20180213,Mark Keam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB393,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180105,20180213,Mark Keam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB421,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180105,20180213,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB436,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180106,20180213,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB469,2018,1,H-F,0,0,,,,,,,,0,DiC,20180107,20180213,David Reid,Wendy Gooditis,Patrick Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB508,2018,1,H-CCT,1,0,1,S-LG,1,1,1,1,0,1,PiL,20180108,20180329,Keith Hodges,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB560,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180108,20180213,Rip Sullivan,Kaye Kory,David Toscano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB782,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180109,20180213,Greg Habeeb,Lamont Bagby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB921,2018,1,H-GL,0,0,,,,,,,,0,DiC,20180109,20180213,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB922,2018,1,H-GL,1,0,1,S-T; S-CL,1,1,1,1,0,1,PiL,20180109,20180323,David Bulova,Jennifer Boysko,Betsy Carr,Tim Hugo,Mark Keam,David Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB930,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180109,20180213,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB963,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180109,20180213,Rip Sullivan,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB964,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180109,20180213,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB965,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180109,20180213,Rip Sullivan,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB975,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180109,20180213,Elizabeth Guzman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB979,2018,1,H-HWI,0,0,,,,,,,,0,DiC,20180109,20180213,Debra Rodman,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB981,2018,1,H-F,0,0,,,,,,,,0,DiC,20180109,20180213,Debra Rodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1018,2018,1,H-F; H-A,0,0,,,,,,,,0,DiC,20180109,20180213,David Toscano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1060,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180110,20180213,Kathy Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1141,2018,1,H-R; H-ACNR,0,0,,,,,,,,0,DiC,20180110,20180213,Sam Rasoul,Chris Hurst,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1150,2018,1,H-ACNR,0,0,,,,,,,,0,DiC,20180110,20180213,Tony Wilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1155,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180110,20180213,Marcus Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1185,2018,1,H-ACNR,0,0,,,,,,,,0,DiC,20180110,20180213,Betsy Carr,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1186,2018,1,H-ACNR,0,0,,,,,,,,0,DiC,20180110,20180213,Betsy Carr,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1187,2018,1,H-R; H-CL,0,0,,,,,,,,0,DiC,20180110,20180213,Chris Hurst,Sam Rasoul,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1188,2018,1,H-R; H-ACNR,0,0,,,,,,,,0,DiC,20180110,20180213,Chris Hurst,Sam Rasoul,Wendy Gooditis,Alfonso Lopez,Debra Rodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1253,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180110,20180213,Kathy Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1273,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180110,20180213,David Bulova,Gordon Helsel,Betsy Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1294,2018,1,H-R; H-ACNR,0,0,,,,,,,,0,DiC,20180110,20180213,Sam Rasoul,Chris Hurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1344,2018,1,H-R,0,0,,,,,,,,0,DiC,20180111,20180213,Cheryl Turpin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1451,2018,1,H-CL,1,0,1,S-CL,1,1,1,1,0,1,PiL,20180117,20180323,Rip Sullivan,Alfonso Lopez,Kathy Tran,Mark Keam,Kathleen Murphy,David Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1490,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180118,20180213,Sam Rasoul,Delores McQuinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1503,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180118,20180213,David Toscano,Wendy Gooditis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1528,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180119,20180213,Mike Mullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1573,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180119,20180208,Mark Keam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1590,2018,1,H-CL,0,0,,,,,,,,0,DiC,20180119,20180213,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ19,2018,1,S-R,1,0,1,H-R,1,1,0,,,1,JRP,20171231,20180306,Mamie Locke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB9,2018,1,S-CL,0,0,,,,,,,,0,DiC,20171120,20180115,Chap Petersen,Amanda Chase,Dave Suetterlein,Jennifer Wexton,Creigh Deeds,Jeremy McPike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB82,2018,1,S-CL,0,0,,,,,,,,0,DiC,20171208,20180205,John Edwards,Chap Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB83,2018,1,S-CL,0,0,,,,,,,,0,DiC,20171208,20180205,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB139,2018,1,S-F,0,0,,,,,,,,0,DiC,20171227,20180117,Chap Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB191,2018,1,S-CL,1,0,1,H-CL,0,,,,,0,DiC,20171229,20180306,Barbara Favola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB193,2018,1,S-LG,0,0,,,,,,,,0,DiC,20180101,20180123,Mamie Locke,Louise Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB265,2018,1,S-GLT; S-ACNR; S-F,1,0,1,H-A,1,1,1,1,0,1,PiL,20180105,20180330,Lynwood Lewis,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB278,2018,1,S-CJ,1,0,1,H-CJ,1,1,1,1,1,1,PiL,20180105,20180418,Chap Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB311,2018,1,S-CL,0,0,,,,,,,,0,DiC,20180108,20180205,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB313,2018,1,S-CL,0,0,,,,,,,,0,DiC,20180108,20180205,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB324,2018,1,S-CL,0,0,,,,,,,,0,DiC,20180108,20180115,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB429,2018,1,S-GLT; S-LG,1,0,1,H-CCT,1,1,0,1,0,1,PiL,20180109,20180329,Bill Stanley,Jennifer Wexton,Adam Ebbin,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB587,2018,1,S-CJ,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,20180109,20180404,Richard Stuart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB646,2018,1,S-CL,0,0,,,,,,,,0,DiC,20180110,20180205,Jeremy McPike,Chap Petersen,Jennifer Wexton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB696,2018,1,S-ACNR,0,0,,,,,,,,0,DiC,20180110,20180125,Lynwood Lewis,Jennifer McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB697,2018,1,S-CL,0,0,,,,,,,,0,DiC,20180110,20180129,John Edwards,Creigh Deeds,Emmett Hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB698,2018,1,S-ACNR,1,0,1,H-ACNR,1,1,1,1,1,1,PiL,20180110,20180310,Creigh Deeds,Monty Mason,Jennifer McClellan,Jennifer Wexton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB699,2018,1,S-ACNR,1,0,1,H-ACNR,1,1,1,1,1,1,PiL,20180110,20180310,Creigh Deeds,Monty Mason,Jennifer McClellan,Jennifer Wexton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB708,2018,1,S-ACNR; S-CL,0,1,,,,,,,,0,Inc,20180110,20180207,Amanda Chase,Scott Surovell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB711,2018,1,S-CL,0,0,,,,,,,,0,DiC,20180110,20180205,Jennifer Wexton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB765,2018,1,S-ACNR; S-CL,0,0,,,,,,,,0,DiC,20180110,20180207,Scott Surovell,Amanda Chase,Adam Ebbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB766,2018,1,S-ACNR; S-CL,0,0,,,,,,,,0,DiC,20180110,20180207,Scott Surovell,Amanda Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB767,2018,1,S-ACNR; S-CL,0,0,,,,,,,,0,DiC,20180110,20180207,Scott Surovell,Adam Ebbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB768,2018,1,S-CL,0,0,,,,,,,,0,DiC,20180110,20180207,Scott Surovell,Amanda Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB807,2018,1,S-CL,1,0,1,H-CL,1,1,1,1,0,1,PiL,20180111,20180330,Scott Surovell,Amanda Chase,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB809,2018,1,S-CJ; S-F,1,0,1,H-CJ,1,1,0,1,0,1,PiL,20180111,20180330,Chap Petersen,Amanda Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB837,2018,1,S-CL,0,0,,,,,,,,0,DiC,20180115,20180205,Dave Suetterlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB855,2018,1,S-CL,0,1,,,,,,,,0,Inc,20180116,20180205,Glen Sturtevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB894,2018,1,S-F,1,0,1,H-CL,1,0,,,,0,DiH,20180119,20180310,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB908,2018,1,S-CL,1,0,1,H-GL,1,1,1,1,0,1,PiL,20180119,20180309,Jennifer McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB950,2018,1,S-ACNR; S-F,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,20180119,20180330,Emmett Hanger,Creigh Deeds,Jennifer McClellan,Jennifer Wexton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB951,2018,1,S-ACNR; S-F,0,0,,,,,,,,0,DiC,20180119,20180208,Scott Surovell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB955,2018,1,S-CL,0,0,,,,,,,,0,DiC,20180119,20180205,Chap Petersen,Amanda Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB665,2018,-1,H-F,1,0,1,S-F,1,1,1,1,1,1,PiL,20180109,20180518,Terry Kilgore,Gordon Helsel,John McGuire,Israel O'Quinn,Todd Pillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB668,2018,-1,H-R,0,0,,,,,,,,0,DiC,20180109,20180206,Terry Kilgore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1082,2018,-1,H-ACNR,0,0,,,,,,,,0,DiC,20180110,20180213,David Yancey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1270,2018,-1,H-CL,1,0,1,S-CL,1,1,0,1,0,0,V,20180110,20180418,Charles Poindexter,Gordon Helsel,Terry Kilgore,Dave LaRock,John McGuire,Israel O'Quinn,Bob Thomas,Tommy Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1493,2018,-1,H-CL,0,0,,,,,,,,0,DiC,20180118,20180213,Israel O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB378,2018,-1,S-F,1,0,1,H-F,1,1,1,1,1,1,PiL,20180109,20180518,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB966,2018,-1,S-CL,1,0,1,H-CL,1,1,1,1,0,1,PiL,20180119,20180309,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB967,2018,-1,S-CL,0,1,,,,,,,,0,Inc,20180119,20180205,Dick Saslaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB474,2018,0,H-CL,0,0,,,,,,,,0,DiC,20180107,20180213,David Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB509,2018,0,H-CCT,1,0,1,S-LG,1,1,0,1,0,1,PiL,20180108,20180319,Keith Hodges,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB723,2018,0,H-ACNR,0,0,,,,,,,,0,DiC,20180109,20180213,Ken Plum,Kelly Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1374,2018,0,H-ACNR,0,0,,,,,,,,0,DiC,20180112,20180207,Charles Poindexter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1558,2018,0,H-CL,1,0,1,S-CL,1,1,1,0,,0,DiS,20180119,20180309,Terry Kilgore,Lamont Bagby,Joe Lindsey,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB179,2018,0,S-LG,1,0,1,H-CCT,1,1,0,1,0,1,PiL,20171228,20180305,Bill Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB344,2018,0,S-ACNR,1,0,1,H-ACNR,1,1,1,1,0,1,PiL,20180108,20180329,Mark Peake,Bryce Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB662,2018,0,S-CL,0,0,,,,,,,,0,DiC,20180110,20180205,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ597,2019,1,H-R,0,0,,,,,,,,0,DiC,20181207,20190205,Paul Krizek,Kaye Kory,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1635,2019,1,H-R; H-CL,1,0,0,,,,,,,0,DiH,20181114,20190131,Sam Rasoul,Elizabeth Guzman,Lee Carter,Wendy Gooditis,Patrick Hope,Chris Hurst,Mark Keam,Kaye Kory,Mark Levine,Alfonso Lopez,Debra Rodman,Danica Roem,Marcus Simon,Kathy Tran,Schuyler VanValkenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1662,2019,1,H-T,1,0,1,S-T,1,1,1,1,0,1,PiL,20181203,20190305,Christopher Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1669,2019,1,H-F,0,0,,,,,,,,0,DiC,20181203,20190114,Betsy Carr,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1715,2019,1,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20181215,20190222,David Bulova,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1809,2019,1,H-CL,0,0,,,,,,,,0,DiC,20181229,20190205,Wendy Gooditis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1822,2019,1,H-ACNR; H-A,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20190101,20190318,David Bulova,Cheryl Turpin,Betsy Carr,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1869,2019,1,H-CL ,0,0,,,,,,,,0,DiC,20190103,20190205,Chris Hurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1906,2019,1,H-ACNR,0,0,,,,,,,,0,DiC,20190104,20190205,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1908,2019,1,H-E,1,0,0,,,,,,,0,DiH,20190104,20190129,Schuyler VanValkenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1934,2019,1,H-GL; H-A,1,0,1,S-GLT,1,1,1,1,0,1,PiL,20190106,20190308,David Bulova,Betsy Carr,Wendy Gooditis,Tim Hugo,Mark Keam,Alfonso Lopez,David Toscano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2062,2019,1,H-ACNR,0,0,,,,,,,,0,DiC,20190107,20190205,Betsy Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2063,2019,1,H-ACNR,0,0,,,,,,,,0,DiC,20190107,20190205,Betsy Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2064,2019,1,H-ACNR,0,0,,,,,,,,0,DiC,20190107,20190205,Betsy Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
