Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB1585,H-E,1,0,1,S-EH,0,0,,0,,,DiS,0
HB1587,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB1592,H-E,0,0,0,,,,,,,,DiC,1
HB1612,H-E,1,0,1,S-EH,1,1,1,1,0,1,PiL,0
HB1615,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB1619,H-E,0,0,0,,,,,,,,DiC,1
HB1627,H-E,0,0,0,,,,,,,,DiC,1
HB1668,H-E,0,0,0,,,,,,,,DiC,1
HB1669,H-E,0,0,0,,,,,,,,DiC,1
HB1674,H-E,1,0,1,S-EH,1,1,1,1,0,1,PiL,0
HB1675,H-E,1,0,1,S-EH,1,1,1,1,0,1,PiL,0
HB1684,H-E,0,0,0,,,,,,,,DiC,1
HB1698,H-E,1,0,1,S-EH,1,1,1,1,0,1,PiL,0
HB1706,H-E,0,0,0,,,,,,,,DiC,1
HB1713,H-E,0,0,0,,,,,,,,DiC,0
HB1714,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB1752,H-E,1,0,1,S-EH,1,1,1,1,1,0,V,0
HB1773,H-E,0,0,0,,,,,,,,DiC,0
HB1872,H-E;H-A,0,0,0,,,,,,,,DiC,1
HB1873,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB1888,H-E;H-CJ,0,0,0,,,,,,,,DiC,0
HB1894,H-E,0,0,0,,,,,,,,DiC,1
HB1962,H-E;H-A,1,0,1,S-EH,0,0,,,,,DiS,0
HB1985,H-ST,0,0,0,,,,,,,,DiC,1
HB2005,H-E,0,0,0,,,,,,,,DiC,1
HB2006,H-E,0,0,0,,,,,,,,DiC,1
HB2010,H-E,0,0,0,,,,,,,,DiC,1
HB2088,H-E,0,0,0,,,,,,,,DiC,0
HB2116,H-MPP,0,0,0,,,,,,,,DiC,1
HB2149,H-E,0,0,0,,,,,,,,DiC,1
HB2169,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB2180,H-E,0,0,0,,,,,,,,DiC,0
HB2210,H-E,0,0,0,,,,,,,,DiC,1
HB2216,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB2218,H-E,0,0,0,,,,,,,,DiC,1
HB2231,H-E,0,0,0,,,,,,,,DiC,1
HB2241,H-E,0,0,0,,,,,,,,DiC,1
HB2271,H-E,1,0,0,,,,,,,,DiH,0
HB2272,H-E,0,0,0,,,,,,,,DiC,1
HB2302,H-E;H-A,0,0,0,,,,,,,,DiC,1
HB2318,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB2337,H-E,0,0,0,,,,,,,,DiC,1
HB2339,H-E;H-A,0,0,0,,,,,,,,DiC,1
HB2349,H-E,0,0,0,,,,,,,,DiC,1
HB2350,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB2350,H-E,1,0,1,S-EH,1,1,0,1,0,1,PiL,0
HB2376,H-E;H-A,0,0,0,,,,,,,,DiC,1
HJ586,H-R,1,0,1,S-R,1,1,0,0,0,1,PiL,1
HJ610,H-R,0,0,0,,,,,,,,DiC,1
HJ625,H-R,0,0,0,,,,,,,,DiC,1
SB1020,S-EH,0,0,0,,,,,,,,DiC,0
SB1112,S-EH,0,0,0,,,,,,,,DiC,0
SB1116,S-EH,1,0,1,H-E,0,0,,,,,DiC,1
SB1117,S-EH;S-RSS,1,0,1,H-HWI,1,1,0,1,0,1,PiL,0
SB1132,S-CJ,1,0,0,,,,,,,,DiS,0
SB1191,S-CJ,1,0,1,H-MPP,1,1,0,1,0,1,PiL,0
SB1199,S-CJ,0,0,0,,,,,,,,DiC,0
SB1236,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB1320,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB1369,S-EH,1,0,1,H-ST,0,0,,,,,DiC,0
SB1421,S-F;S-RSS,1,0,1,H-A,0,0,,,,,DiC,1
SB1426,S-EH,0,0,0,,,,,,,,DiC,0
SB723,S-EH,0,0,0,,,,,,,,DiC,0
SB724,S-EH,1,0,1,H-E,1,1,1,1,1,0,V,0
SB757,S-EH,,1,,,,,,,,,,0
SB782,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB803,S-T,1,0,1,H-T,1,1,1,1,0,1,PiL,0
SB805,S-EH;S-F,1,0,1,H-E;H-A,0,0,,,,,DiC,1
SB823,S-EH,1,0,1,H-E,0,0,,,,,DiC,1
SB828,S-CJ,0,0,0,,,,,,,,DiC,0
SB852,S-EH,1,0,1,H-E,0,0,,,,,DiC,1
SB874,S-EH,1,1,1,H-E;H-A,1,1,0,1,0,1,PiL,0
SB897,S-EH,,1,,,,,,,,,,
SB900,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB916,S-EH,1,0,1,H-E,1,1,1,1,0,1,PiL,0
SB925,S-LG,0,0,0,,,,,,,,DiC,
SB982,S-EH,1,0,1,H-E,1,1,1,1,0,1,PiL,0
SB983,S-EH,0,0,0,,,,,,,,DiC,0
SB984,S-EH,,1,,,,,,,,,,
SB985,S-EH;S-F,0,0,0,,,,,,,,DiC,0
SB995,S-EH,,1,,,,,,,,,,
SB998,S-EH,0,0,0,,,,,,,,DiC,0
